fen,action,score,result
w2b3b/w2w1bw1/b1bb1b2/ww1w2b1/b4www/bbw1b1w1/b1w3b1/1w3wbb b,"(1, 8)",-50
w2b3b/w2w1bw1/bbbb1b2/ww1w2b1/b4www/bbw1b1w1/b1w3b1/ww3wbb w,"(2, 3)",100,1
2bw3w/bbw4b/5w2/2bb2bb/8/3b4/2w5/1w2w2w b,"(5, 4)",-50
2bw3w/bbw4b/3b1w2/2bbw1bb/8/3b4/2w5/1w2w2w w,"(4, 3)",50
2bw3w/bbw4b/3b1w2/2bbw1bb/8/3b4/2w5/1w2w2w b,"(4, 5)",-50
2bw3w/bbw4b/3b1w2/2bbw1bb/3w4/2bb4/2w5/1w2w2w w,"(3, 6)",-50
2bw3w/bbw4b/3b1w2/2bbw1bb/3w4/2bb4/2w5/1w2w2w b,"(7, 2)",-100,-1
b1b1w2w/1w2bw2/4b3/w7/b2b4/1w1b4/1bww4/b2wb3 w,"(4, 5)",50
b1b1w2w/1w2bw2/4b3/w7/b2b4/1w1b4/1bww4/b2wb3 b,"(3, 6)",-50
b1b1w2w/1w2bw2/4b3/w7/bb1b4/1wwb4/1bww4/b2wb3 w,"(2, 5)",50
b1b1w2w/1w2bw2/4b3/w7/bb1b4/1wwb4/1bww4/b2wb3 b,"(3, 5)",-50
b1b1w2w/1w2bw2/4b3/w1b5/bbwb4/1wwb4/1bww4/b2wb3 w,"(3, 4)",50
b1b1w2w/1w2bw2/4b3/w1b5/bbwb4/1wwb4/1bww4/b2wb3 b,"(3, 8)",-100,-1
1wbb2wb/2w1wb2/1bw5/w7/2w5/ww3b2/3w4/bbb1b1b1 b,"(3, 4)",-100,-1
8/w3b3/b7/8/4b3/1w6/6w1/1b6 b,"(3, 5)",0
8/w3b3/b7/4b3/2w1b3/1w6/6w1/1b6 w,"(5, 4)",50
8/w3b3/b7/4b3/2w1b3/1w6/6w1/1b6 b,"(5, 3)",-50
8/w3b3/b3w3/4b3/2w1b3/1w1b4/6w1/1b6 w,"(4, 6)",50
8/w3b3/b3w3/4b3/2w1b3/1w1b4/6w1/1b6 b,"(3, 7)",-50
8/w3b3/b3w3/2b1b3/2w1b3/1w1b4/2w3w1/1b6 w,"(3, 4)",-50
8/w3b3/b3w3/2b1b3/2w1b3/1w1b4/2w3w1/1b6 b,"(4, 4)",-100,-1
bw2b3/3b3w/b4ww1/b1wb2w1/3bw2b/2w1w1wb/2b1bw2/1b1b2w1 b,"(1, 2)",-50
bw2b3/w2b3w/b2b1ww1/b1wb2w1/3bw2b/2w1w1wb/2b1bw2/1b1b2w1 w,"(4, 3)",100,1
b5b1/wb3wb1/6bw/5wb1/4wb2/1w6/8/2bw4 w,"(7, 4)",100,1
1bwb3w/2wb1w1b/ww1w1bb1/1wb1w3/3w1b1b/b5b1/1bw2w1b/8 w,"(2, 1)",-50
1bwb3w/2wb1w1b/ww1w1bb1/1wb1w3/3w1b1b/b5b1/1bw2w1b/8 b,"(3, 3)",-100,-1
2b1w3/w7/8/2b1b3/4w3/2b4w/3b2w1/2bb1w2 b,"(4, 4)",-50
2b1w3/w7/8/2bwb3/4w3/2b2b1w/3b2w1/2bb1w2 w,"(6, 6)",1
2b1w3/w7/8/2bwb3/4w3/2b2b1w/3b2w1/2bb1w2 b,"(4, 5)",1
2b1w3/w7/8/2bwb3/2bww3/2b2b1w/3b2w1/2bb1w2 w,"(3, 5)",50
2b1w3/w7/8/2bwb3/2bww3/2b2b1w/3b2w1/2bb1w2 b,"(3, 3)",-50
2b1w3/wb6/2w5/2bwb3/2bww3/2b2b1w/3b2w1/2bb1w2 w,"(2, 2)",50
2b1w3/wb6/2w5/2bwb3/2bww3/2b2b1w/3b2w1/2bb1w2 b,"(5, 6)",50
2b1w3/wb6/2w5/2bwb3/2bww3/2b1wb1w/2bb2w1/2bb1w2 w,"(3, 7)",100,1
8/8/8/3b4/8/8/8/8 w,"(4, 4)",0
8/8/8/3b4/8/8/8/8 b,"(4, 5)",0
8/8/3b4/3b4/3w4/8/8/8 w,"(4, 3)",0
8/8/3b4/3b4/3w4/8/8/8 b,"(5, 4)",0
8/8/3b4/3bw3/2bw4/8/8/8 w,"(3, 5)",0
8/8/3b4/3bw3/2bw4/8/8/8 b,"(3, 4)",0
8/8/3b4/2wbw3/2bw4/3b4/8/8 w,"(4, 6)",0
8/8/3b4/2wbw3/2bw4/3b4/8/8 b,"(5, 5)",0
8/8/3bb3/2wbw3/2bww3/3b4/8/8 w,"(5, 3)",50
8/8/3bb3/2wbw3/2bww3/3b4/8/8 b,"(2, 6)",50
8/5b2/3bb3/2wbw3/2bww3/1w1b4/8/8 w,"(6, 2)",100,1
bbw4b/w1wbwwbb/2bb2w1/4bw2/w1w1bb2/wb4wb/1wbw2bw/1b3w2 b,"(4, 6)",-50
bbw4b/w1wbwwbb/2bb2w1/4bw2/w1w1bb2/wb1w2wb/1wbwb1bw/1b3w2 w,"(5, 7)",50
bbw4b/w1wbwwbb/2bb2w1/4bw2/w1w1bb2/wb1w2wb/1wbwb1bw/1b3w2 b,"(5, 6)",-50
bbw4b/w1wbwwbb/2bb1bw1/4bw2/w1w1bb2/wb1ww1wb/1wbwb1bw/1b3w2 w,"(6, 3)",100,1
4bbww/2ww2b1/b4w2/w1b5/w1b2w1w/1bbwb2w/2b1wbbw/1w1bb2b w,"(3, 6)",100,1
2bb2b1/1w1ww3/wbwb4/w3wbbb/1b3w2/b4b2/wb2w1w1/1bw1b1w1 b,"(2, 6)",-50
2bb2b1/1wbww3/wbwb4/w3wbbb/1b3w2/bw3b2/wb2w1w1/1bw1b1w1 w,"(3, 2)",50
2bb2b1/1wbww3/wbwb4/w3wbbb/1b3w2/bw3b2/wb2w1w1/1bw1b1w1 b,"(4, 4)",-50
b1bb2b1/1wbww3/wbwb4/w2wwbbb/1b3w2/bw3b2/wb2w1w1/1bw1b1w1 w,"(1, 1)",50
b1bb2b1/1wbww3/wbwb4/w2wwbbb/1b3w2/bw3b2/wb2w1w1/1bw1b1w1 b,"(2, 1)",-50
bwbb2b1/1wbww3/wbwb4/w1bwwbbb/1b3w2/bw3b2/wb2w1w1/1bw1b1w1 w,"(3, 4)",100,1
2wb1w2/7w/1w1w1bb1/wbwbbb1b/1bb2wbb/b5ww/6wb/wwwbw2b w,"(4, 8)",50
2wb1w2/7w/1w1w1bb1/wbwbbb1b/1bb2wbb/b5ww/6wb/wwwbw2b b,"(5, 2)",-100,-1
1w1bbbw1/b1b5/wb2b2w/1w4w1/1b2ww2/1w1w1wb1/1w2bb2/1b1bwbbw b,"(1, 4)",-50
1wbbbbw1/b1b5/wb2b2w/ww4w1/1b2ww2/1w1w1wb1/1w2bb2/1b1bwbbw w,"(3, 1)",100,1
2bw3w/wwb1wwb1/1bw3ww/1bw3w1/b1b5/2b2b2/4bbbb/1b1bwww1 w,"(5, 7)",100,1
wbb3b1/4b3/5b1w/3ww3/b1bb2w1/w3w3/1w2b1b1/3w2bw w,"(4, 5)",50
wbb3b1/4b3/5b1w/3ww3/b1bb2w1/w3w3/1w2b1b1/3w2bw b,"(4, 3)",50
wbb3b1/4b3/3w1b1w/3ww3/bbbb2w1/w3w3/1w2b1b1/3w2bw w,"(2, 5)",100,1
8/8/1b1b4/2w1wb2/2b3ww/b2w2w1/1b1b1b2/2w5 w,"(3, 5)",0
8/8/1b1b4/2w1wb2/2b3ww/b2w2w1/1b1b1b2/2w5 b,"(4, 4)",-50
8/8/1b1b4/2wwwb2/2b1b1ww/b2w2w1/1b1b1b2/2w5 w,"(5, 5)",-50
8/8/1b1b4/2wwwb2/2b1b1ww/b2w2w1/1b1b1b2/2w5 b,"(2, 4)",-100,-1
3b3b/1b1w1w2/7w/bbb2bbw/1bww1w1w/w7/8/bb5w b,"(2, 3)",-50
3b3b/1b1w1w2/1w5w/bbbb1bbw/1bww1w1w/w7/8/bb5w w,"(4, 4)",100,1
5b2/4w3/4b3/w3b2w/3b4/5b1b/1wb3w1/7w w,"(4, 5)",0
5b2/4w3/4b3/w3b2w/3b4/5b1b/1wb3w1/7w b,"(3, 5)",0
5b2/4w3/4b3/w3b2w/2wb4/3b1b1b/1wb3w1/7w w,"(4, 6)",0
5b2/4w3/4b3/w3b2w/2wb4/3b1b1b/1wb3w1/7w b,"(3, 4)",0
5b2/4w3/4b3/w1wbb2w/2wb4/3b1b1b/1wb3w1/7w w,"(4, 4)",50
5b2/4w3/4b3/w1wbb2w/2wb4/3b1b1b/1wb3w1/7w b,"(4, 3)",-50
5b2/4w3/3wb3/w1wbb2w/1bwb4/3b1b1b/1wb3w1/7w w,"(2, 5)",50
5b2/4w3/3wb3/w1wbb2w/1bwb4/3b1b1b/1wb3w1/7w b,"(5, 5)",50
5b2/4w3/3wb3/w1wbb2w/1bwbw3/3b1b1b/1wbb2w1/7w w,"(4, 7)",100,1
1b1w1wbb/1wb1b1bw/4wbw1/1bwww3/2b4b/bw3b2/1b1w1wb1/2b2ww1 w,"(3, 5)",50
1b1w1wbb/1wb1b1bw/4wbw1/1bwww3/2b4b/bw3b2/1b1w1wb1/2b2ww1 b,"(6, 4)",-100,-1
3w4/4b2b/7b/2w3bb/1w1w4/3w3w/3b2b1/3w1b2 w,"(4, 7)",50
3w4/4b2b/7b/2w3bb/1w1w4/3w3w/3b2b1/3w1b2 b,"(8, 1)",50
3w3w/4b2b/7b/2w3bb/1w1w3b/3w3w/3b2b1/3w1b2 w,"(8, 5)",100,1
b1b2www/3wbwbw/1b1b2w1/1bb5/1b1w1w1w/4b2w/b2b4/8 w,"(2, 5)",100,1
7b/1w3b2/1b4ww/ww1b1b1b/3b4/5b2/1b1w2w1/2w5 b,"(3, 4)",0
7b/1w3b2/1b4ww/wwwbbb1b/3b4/5b2/1b1w2w1/2w5 w,"(5, 4)",50
7b/1w3b2/1b4ww/wwwbbb1b/3b4/5b2/1b1w2w1/2w5 b,"(3, 6)",-50
7b/1w3b2/1b4ww/wwwbbb1b/1b1b4/2w2b2/1b1w2w1/2w5 w,"(2, 5)",50
7b/1w3b2/1b4ww/wwwbbb1b/1b1b4/2w2b2/1b1w2w1/2w5 b,"(7, 4)",1
7b/1w3b2/1b4ww/wwwbbbwb/1b1bb3/2w2b2/1b1w2w1/2w5 w,"(5, 5)",50
7b/1w3b2/1b4ww/wwwbbbwb/1b1bb3/2w2b2/1b1w2w1/2w5 b,"(3, 3)",-50
7b/1w3b2/1bw3ww/wwwbbbwb/1bbbb3/2w2b2/1b1w2w1/2w5 w,"(3, 5)",100,1
8/w3b3/8/8/8/8/3b4/8 b,"(5, 5)",0
8/w3b3/8/8/3bw3/8/3b4/8 w,"(4, 5)",0
8/w3b3/8/8/3bw3/8/3b4/8 b,"(5, 4)",0
8/w3b3/8/3bw3/3bw3/8/3b4/8 w,"(4, 4)",50
8/w3b3/8/3bw3/3bw3/8/3b4/8 b,"(3, 5)",50
8/w3b3/8/3bw3/2wbw3/3b4/3b4/8 w,"(4, 6)",100,1
1w2ww1b/1w2w3/2w1bb2/b3bww1/w4b2/b3b3/3w3w/bb2b2b b,"(5, 5)",-50
1w2ww1b/1w2w3/2w1bb2/b2bbww1/w3wb2/b3b3/3w3w/bb2b2b w,"(4, 4)",50
1w2ww1b/1w2w3/2w1bb2/b2bbww1/w3wb2/b3b3/3w3w/bb2b2b b,"(3, 4)",-50
1w2ww1b/1w2w3/2wbbb2/b1wbbww1/w3wb2/b3b3/3w3w/bb2b2b w,"(4, 3)",50
1w2ww1b/1w2w3/2wbbb2/b1wbbww1/w3wb2/b3b3/3w3w/bb2b2b b,"(3, 2)",-50
1wb1ww1b/1ww1w3/2wbbb2/b1wbbww1/w3wb2/b3b3/3w3w/bb2b2b w,"(3, 1)",50
1wb1ww1b/1ww1w3/2wbbb2/b1wbbww1/w3wb2/b3b3/3w3w/bb2b2b b,"(3, 5)",-100,-1
8/8/1b1ww3/6w1/3b1bb1/8/w7/6b1 w,"(4, 5)",50
8/8/1b1ww3/6w1/3b1bb1/8/w7/6b1 b,"(5, 5)",0
8/8/1b1ww3/3b2w1/3bwbb1/8/w7/6b1 w,"(4, 4)",0
8/8/1b1ww3/3b2w1/3bwbb1/8/w7/6b1 b,"(5, 4)",-50
8/4b3/1b1ww3/3bw1w1/3bwbb1/8/w7/6b1 w,"(5, 2)",-50
8/4b3/1b1ww3/3bw1w1/3bwbb1/8/w7/6b1 b,"(5, 6)",-100,-1
b1w1b2w/b1b5/3w2bw/5ww1/2b5/3b2bw/1b1b1b2/2bwww1w w,"(3, 8)",-50
b1w1b2w/b1b5/3w2bw/5ww1/2b5/3b2bw/1b1b1b2/2bwww1w b,"(7, 8)",-100,-1
w1b2b2/5w1w/2b1w2b/2w3bw/b1bbw3/5b2/2b1wb2/3wwwb1 b,"(2, 5)",-50
w1b2b2/5w1w/2b1w2b/2w3bw/bwbbw3/5b2/2b1wb2/2bwwwb1 w,"(3, 8)",50
w1b2b2/5w1w/2b1w2b/2w3bw/bwbbw3/5b2/2b1wb2/2bwwwb1 b,"(3, 6)",-50
w1b2b2/5w1w/2b1w2b/2w3bw/bwbbw3/2w2b2/2bbwb2/2bwwwb1 w,"(4, 7)",50
w1b2b2/5w1w/2b1w2b/2w3bw/bwbbw3/2w2b2/2bbwb2/2bwwwb1 b,"(5, 6)",-100,-1
bwbw4/w3wbwb/2bw4/bw1b3w/w2b2w1/1b5b/3b4/8 w,"(4, 4)",50
bwbw4/w3wbwb/2bw4/bw1b3w/w2b2w1/1b5b/3b4/8 b,"(2, 2)",-50
bwbw4/ww2wbwb/1bbw4/bw1b3w/w2b2w1/1b5b/3b4/8 w,"(2, 3)",50
bwbw4/ww2wbwb/1bbw4/bw1b3w/w2b2w1/1b5b/3b4/8 b,"(4, 6)",0
bwbw4/ww2wbwb/1bbw4/bw1bb2w/w2b2w1/1b1w3b/3b4/8 w,"(5, 4)",0
bwbw4/ww2wbwb/1bbw4/bw1bb2w/w2b2w1/1b1w3b/3b4/8 b,"(3, 4)",-50
bwbw4/ww2wbwb/1bbw4/bwwbb2w/wb1b2w1/1b1w3b/3b4/8 w,"(2, 5)",50
bwbw4/ww2wbwb/1bbw4/bwwbb2w/wb1b2w1/1b1w3b/3b4/8 b,"(3, 6)",-50
bwbw4/ww2wbwb/1bbwb3/bwwbb2w/wb1b2w1/1bww3b/3b4/8 w,"(5, 3)",50
bwbw4/ww2wbwb/1bbwb3/bwwbb2w/wb1b2w1/1bww3b/3b4/8 b,"(3, 5)",-50
bwbw4/ww2wbwb/bbbwb3/bwwbb2w/wbwb2w1/1bww3b/3b4/8 w,"(1, 3)",50
bwbw4/ww2wbwb/bbbwb3/bwwbb2w/wbwb2w1/1bww3b/3b4/8 b,"(3, 7)",-100,-1
7b/6bw/b1b1b2w/1b1wwb2/1w1bb1wb/4w3/bb2w2w/3w1bww w,"(5, 5)",-50
7b/6bw/b1b1b2w/1b1wwb2/1w1bb1wb/4w3/bb2w2w/3w1bww b,"(6, 6)",-100,-1
3wwb1b/b1bw1bb1/2b3w1/bbbb1b1w/1b2w2w/w1wb2w1/ww1b2bw/w1w5 w,"(1, 4)",100,1
8/1w3w2/2bb4/3b1b2/4b3/1w1w2b1/2b2w2/6w1 b,"(5, 4)",50
8/1w3w2/2bb4/3bwb2/4b3/1w1w1bb1/2b2w2/6w1 w,"(6, 6)",100,1
bw1b1bbb/3bw1w1/bbw3b1/w1w2www/w2w2wb/1b1bb3/wb4w1/b4bw1 b,"(1, 6)",-100,-1
w7/8/w7/8/2b4b/5w2/1b6/6b1 b,"(5, 5)",0
w7/8/w7/4b3/2b1w2b/5w2/1b6/6b1 w,"(5, 4)",0
w7/8/w7/4b3/2b1w2b/5w2/1b6/6b1 b,"(4, 4)",-50
w7/8/w1b5/3wb3/2b1w2b/5w2/1b6/6b1 w,"(3, 3)",-50
w7/8/w1b5/3wb3/2b1w2b/5w2/1b6/6b1 b,"(7, 7)",-100,-1
8/6w1/1wb5/4w3/8/8/1b4b1/bbw5 b,"(3, 4)",0
8/6w1/1wb5/2w1w3/2b5/8/1b4b1/bbw5 w,"(3, 5)",0
8/6w1/1wb5/2w1w3/2b5/8/1b4b1/bbw5 b,"(4, 4)",-50
8/6w1/1wb5/1bwww3/2b5/8/1b4b1/bbw5 w,"(2, 4)",-50
8/6w1/1wb5/1bwww3/2b5/8/1b4b1/bbw5 b,"(6, 4)",-100,-1
wwb5/1wb1bw2/8/b6w/wbb4b/2b4w/8/8 b,"(4, 7)",1
wwb5/1wb1bw2/8/b3b2w/wbb4b/2b4w/3w4/8 w,"(5, 4)",1
wwb5/1wb1bw2/8/b3b2w/wbb4b/2b4w/3w4/8 b,"(4, 4)",-50
wwb5/1wb1bw2/2b5/b2wb2w/wbb4b/2b4w/3w4/8 w,"(3, 3)",50
wwb5/1wb1bw2/2b5/b2wb2w/wbb4b/2b4w/3w4/8 b,"(4, 5)",-50
wwb5/1wb1bw2/2b5/b1bwb2w/wbbw3b/2b4w/3w4/8 w,"(3, 4)",100,1
8/8/8/2wb4/8/1b6/8/b1w5 w,"(4, 4)",0
8/8/8/2wb4/8/1b6/8/b1w5 b,"(5, 4)",0
8/8/3b4/2wbw3/8/1b6/8/b1w5 w,"(4, 3)",0
8/8/3b4/2wbw3/8/1b6/8/b1w5 b,"(5, 5)",0
8/8/3b4/2wbw3/3bw3/1b6/8/b1w5 w,"(4, 5)",50
8/8/3b4/2wbw3/3bw3/1b6/8/b1w5 b,"(4, 2)",50
8/3w4/3b4/2wbw3/3bw3/1b1b4/8/b1w5 w,"(4, 6)",100,1
b2w1b1b/8/3bw2b/2www1b1/bbb1b3/1b2b1b1/www2bww/w3w1w1 b,"(2, 4)",-100,-1
w1b4b/w2b2w1/bwbw1w2/bw1b1ww1/3bbbb1/4w1b1/4wbww/2b2b1w w,"(5, 5)",100,1
b3b3/8/8/1ww5/1b2w3/8/1b1b4/5w2 b,"(4, 4)",-50
b3b3/8/8/bwww4/1b2w3/8/1b1b4/5w2 w,"(1, 4)",50
b3b3/8/8/bwww4/1b2w3/8/1b1b4/5w2 b,"(3, 6)",-50
b3b3/8/8/bwwwb3/1b2w3/2w5/1b1b4/5w2 w,"(5, 4)",0
b3b3/8/8/bwwwb3/1b2w3/2w5/1b1b4/5w2 b,"(4, 5)",0
b3b3/8/8/bwwwb3/1b1ww3/2w1b3/1b1b4/5w2 w,"(5, 6)",0
b3b3/8/8/bwwwb3/1b1ww3/2w1b3/1b1b4/5w2 b,"(3, 5)",-50
b3b3/8/2b5/bwwwb3/1bwww3/2w1b3/1b1b4/5w2 w,"(3, 3)",-50
b3b3/8/2b5/bwwwb3/1bwww3/2w1b3/1b1b4/5w2 b,"(3, 7)",-100,-1
1wb1ww2/3b1wb1/2w2wb1/b1b2bbb/4ww1b/2b3ww/b1wb1wb1/3w2bw b,"(2, 5)",50
1wb1ww2/3b1wb1/2w1bwb1/b1b2bbb/1w2ww1b/2b3ww/b1wb1wb1/3w2bw w,"(5, 3)",100,1
bb6/5b1w/6w1/8/1b2w3/3w4/b2w1b1w/b1bw4 b,"(4, 5)",-100,-1
8/1w6/5b2/8/8/b4w2/b7/8 b,"(4, 4)",0
8/1w6/5b2/3w4/2b5/b4w2/b7/8 w,"(3, 5)",0
8/1w6/5b2/3w4/2b5/b4w2/b7/8 b,"(4, 3)",0
8/1w6/3w1b2/2bw4/2b5/b4w2/b7/8 w,"(3, 4)",0
8/1w6/3w1b2/2bw4/2b5/b4w2/b7/8 b,"(4, 5)",-50
8/1w1b4/3w1b2/2bw4/2bw4/b4w2/b7/8 w,"(4, 2)",-50
8/1w1b4/3w1b2/2bw4/2bw4/b4w2/b7/8 b,"(4, 6)",-100,-1
bb1w1w2/w2bwwb1/2ww2bw/b1b1w3/ww3b2/b2bw1w1/3b1bw1/b2bbw1b b,"(4, 5)",-50
bb1w1w2/w2bwwb1/2ww2bw/b1bbw3/ww1w1b2/b2bw1w1/3b1bw1/b2bbw1b w,"(4, 4)",50
bb1w1w2/w2bwwb1/2ww2bw/b1bbw3/ww1w1b2/b2bw1w1/3b1bw1/b2bbw1b b,"(2, 4)",-50
bb1w1w2/w2bwwb1/2ww2bw/bwbbw3/wwbw1b2/b2bw1w1/3b1bw1/b2bbw1b w,"(3, 5)",1
bb1w1w2/w2bwwb1/2ww2bw/bwbbw3/wwbw1b2/b2bw1w1/3b1bw1/b2bbw1b b,"(5, 5)",-50
bb1w1w2/w2bwwb1/2wwb1bw/bwbbw3/wwbwwb2/b2bw1w1/3b1bw1/b2bbw1b w,"(5, 3)",50
bb1w1w2/w2bwwb1/2wwb1bw/bwbbw3/wwbwwb2/b2bw1w1/3b1bw1/b2bbw1b b,"(2, 6)",-50
bb1w1w2/w2bwwb1/1bwwb1bw/bwbbw3/wwbwwb2/bw1bw1w1/3b1bw1/b2bbw1b w,"(2, 3)",-50
bb1w1w2/w2bwwb1/1bwwb1bw/bwbbw3/wwbwwb2/bw1bw1w1/3b1bw1/b2bbw1b b,"(2, 7)",-100,-1
3b4/1w6/8/b7/1bbb1w2/4w3/1w3wb1/1b1w4 w,"(3, 5)",50
3b4/1w6/8/b7/1bbb1w2/4w3/1w3wb1/1b1w4 b,"(1, 5)",50
3b4/1w6/8/b7/wbbbbw2/4w3/1w3wb1/1b1w4 w,"(5, 5)",100,1
8/8/8/8/8/8/b7/8 b,"(5, 5)",0
8/8/8/8/2b1w3/8/b7/8 w,"(3, 5)",0
8/8/8/8/2b1w3/8/b7/8 b,"(3, 4)",0
8/8/8/2wb4/2b1w3/8/b7/8 w,"(4, 4)",50
8/8/8/2wb4/2b1w3/8/b7/8 b,"(2, 6)",0
8/8/8/2wbb3/2b1w3/1w6/b7/8 w,"(5, 4)",0
8/8/8/2wbb3/2b1w3/1w6/b7/8 b,"(5, 6)",0
8/8/8/2wbbb2/2b1w3/1w2w3/b7/8 w,"(6, 4)",50
8/8/8/2wbbb2/2b1w3/1w2w3/b7/8 b,"(7, 4)",1
8/8/8/2wbbbw1/2b1w3/1w1bw3/b7/8 w,"(4, 6)",1
8/8/8/2wbbbw1/2b1w3/1w1bw3/b7/8 b,"(4, 5)",-50
8/8/1b6/2wbbbw1/2bww3/1w1bw3/b7/8 w,"(2, 3)",-50
8/8/1b6/2wbbbw1/2bww3/1w1bw3/b7/8 b,"(6, 7)",-100,-1
wbwb2b1/w6b/www4b/b2b1b2/bw5b/1b4w1/b1b1www1/b2w1wbw b,"(1, 6)",-50
wbwb2b1/w6b/www4b/b2b1b2/bwb4b/wb4w1/b1b1www1/b2w1wbw w,"(3, 5)",100,1
2w4w/7b/8/3b4/2b1b3/1b4w1/3w1b1w/1b2w3 w,"(4, 4)",50
2w4w/7b/8/3b4/2b1b3/1b4w1/3w1b1w/1b2w3 b,"(1, 7)",50
2w4w/7b/4b3/3b4/2b1b3/1b4w1/w2w1b1w/1b2w3 w,"(5, 3)",100,1
1w1w1w2/2b2w1b/1w3w1w/b3bbww/1wb5/1bw2b2/bbbbw1b1/2w3b1 w,"(1, 7)",100,1
8/6bb/bw6/w1bb1w1b/4b3/8/2wwbw2/7w b,"(4, 3)",0
8/6bb/bw1w4/w1bb1w1b/4b3/3b4/2wwbw2/7w w,"(4, 6)",0
8/6bb/bw1w4/w1bb1w1b/4b3/3b4/2wwbw2/7w b,"(4, 5)",0
8/6bb/bw1w4/w1bbbw1b/3wb3/3b4/2wwbw2/7w w,"(5, 4)",50
8/6bb/bw1w4/w1bbbw1b/3wb3/3b4/2wwbw2/7w b,"(2, 4)",50
8/6bb/bw1w4/wwbbbw1b/3wb3/3bb3/2wwbw2/7w w,"(5, 6)",100,1
wbww4/bb2b3/w1w1w3/b1bw1w1b/1wwbb1w1/b1b3b1/2bw3b/b1w1wwb1 w,"(2, 2)",50
wbww4/bb2b3/w1w1w3/b1bw1w1b/1wwbb1w1/b1b3b1/2bw3b/b1w1wwb1 b,"(2, 3)",-50
wbww4/bb2b3/www1w3/b1bw1w1b/1wwbb1w1/bbb3b1/2bw3b/b1w1wwb1 w,"(2, 6)",50
wbww4/bb2b3/www1w3/b1bw1w1b/1wwbb1w1/bbb3b1/2bw3b/b1w1wwb1 b,"(2, 7)",-50
wbww4/bb1bb3/www1w3/b1bw1w1b/1wwbb1w1/bbb3b1/1wbw3b/b1w1wwb1 w,"(4, 2)",50
wbww4/bb1bb3/www1w3/b1bw1w1b/1wwbb1w1/bbb3b1/1wbw3b/b1w1wwb1 b,"(3, 2)",-50
wbww4/bbwbb3/wwwbw3/b1bw1w1b/1wwbb1w1/bbb3b1/1wbw3b/b1w1wwb1 w,"(4, 3)",50
wbww4/bbwbb3/wwwbw3/b1bw1w1b/1wwbb1w1/bbb3b1/1wbw3b/b1w1wwb1 b,"(4, 6)",-50
wbww4/bbwbb3/wwwbw3/bbbw1w1b/1wwbb1w1/bbbw2b1/1wbw3b/b1w1wwb1 w,"(2, 4)",50
wbww4/bbwbb3/wwwbw3/bbbw1w1b/1wwbb1w1/bbbw2b1/1wbw3b/b1w1wwb1 b,"(4, 8)",-100,-1
4wbwb/1b4w1/wwwbw3/1b1b1b1w/1bb1wwbb/w4wb1/3bw3/wb4b1 w,"(4, 4)",50
4wbwb/1b4w1/wwwbw3/1b1b1b1w/1bb1wwbb/w4wb1/3bw3/wb4b1 b,"(7, 7)",-50
4wbwb/1b4w1/wwwbw3/1bbb1b1w/1bb1wwbb/w4wb1/3bw1w1/wb4b1 w,"(3, 4)",50
4wbwb/1b4w1/wwwbw3/1bbb1b1w/1bb1wwbb/w4wb1/3bw1w1/wb4b1 b,"(1, 4)",-50
4wbwb/1b4w1/wwwbw3/wbbb1b1w/bbb1wwbb/w4wb1/3bw1w1/wb4b1 w,"(1, 5)",50
4wbwb/1b4w1/wwwbw3/wbbb1b1w/bbb1wwbb/w4wb1/3bw1w1/wb4b1 b,"(4, 5)",-50
4wbwb/1b2b1w1/wwwbw3/wbbb1b1w/bbbwwwbb/w4wb1/3bw1w1/wb4b1 w,"(5, 2)",100,1
wbb3w1/w1bw1bww/3bb3/3w4/2b2b2/6b1/2bw1ww1/w5bb b,"(5, 4)",-50
wbb3w1/w1bw1bww/3bb3/3ww3/2bb1b2/6b1/2bw1ww1/w5bb w,"(4, 5)",50
wbb3w1/w1bw1bww/3bb3/3ww3/2bb1b2/6b1/2bw1ww1/w5bb b,"(5, 5)",-50
wbb3w1/w1bw1bww/3bb3/3ww3/2bbwb2/6b1/2bwbww1/w5bb w,"(5, 7)",-50
wbb3w1/w1bw1bww/3bb3/3ww3/2bbwb2/6b1/2bwbww1/w5bb b,"(6, 6)",-100,-1
5b2/4b3/8/8/8/b2w3w/8/8 b,"(4, 4)",0
5b2/4b3/8/2bw4/8/b2w3w/8/8 w,"(3, 4)",50
5b2/4b3/8/2bw4/8/b2w3w/8/8 b,"(4, 3)",-50
5b2/4b3/3w4/2bwb3/8/b2w3w/8/8 w,"(5, 4)",-50
5b2/4b3/3w4/2bwb3/8/b2w3w/8/8 b,"(4, 5)",-100,-1
5wb1/6w1/4b1b1/3w1b2/b1bb1w2/6w1/ww2b3/4w1b1 w,"(3, 5)",50
5wb1/6w1/4b1b1/3w1b2/b1bb1w2/6w1/ww2b3/4w1b1 b,"(4, 3)",-50
5wb1/6w1/3wb1b1/3w1b2/bbbb1w2/6w1/ww2b3/4w1b1 w,"(2, 5)",100,1
w7/8/2w2b2/w2w4/3b1wb1/b6b/3b4/8 w,"(4, 5)",-50
w7/8/2w2b2/w2w4/3b1wb1/b6b/3b4/8 b,"(2, 2)",-100,-1
8/8/8/3b4/8/8/8/8 w,"(4, 4)",0
8/8/8/3b4/8/8/8/8 b,"(3, 4)",0
8/8/3b4/2wb4/8/8/8/8 w,"(4, 3)",0
8/8/3b4/2wb4/8/8/8/8 b,"(5, 5)",0
